image_path,label,split,label_encoded
data/raw/cifar-10/train/7855.png,truck,train,9
data/raw/cifar-10/train/6141.png,dog,train,5
data/raw/cifar-10/train/509.png,truck,train,9
data/raw/cifar-10/train/17323.png,cat,train,3
data/raw/cifar-10/train/35679.png,ship,train,8
data/raw/cifar-10/train/27916.png,horse,train,7
data/raw/cifar-10/train/40938.png,deer,train,4
data/raw/cifar-10/train/5628.png,automobile,train,1
data/raw/cifar-10/train/14190.png,truck,train,9
data/raw/cifar-10/train/29844.png,truck,train,9
data/raw/cifar-10/train/16173.png,automobile,train,1
data/raw/cifar-10/train/20558.png,automobile,train,1
data/raw/cifar-10/train/13428.png,deer,train,4
data/raw/cifar-10/train/28354.png,truck,train,9
data/raw/cifar-10/train/48189.png,frog,train,6
data/raw/cifar-10/train/46619.png,deer,train,4
data/raw/cifar-10/train/19902.png,bird,train,2
data/raw/cifar-10/train/9482.png,frog,train,6
data/raw/cifar-10/train/2751.png,horse,train,7
data/raw/cifar-10/train/33312.png,dog,train,5
data/raw/cifar-10/train/48042.png,horse,train,7
data/raw/cifar-10/train/38967.png,dog,train,5
data/raw/cifar-10/train/19256.png,cat,train,3
data/raw/cifar-10/train/19549.png,deer,train,4
data/raw/cifar-10/train/24352.png,airplane,train,0
data/raw/cifar-10/train/44868.png,bird,train,2
data/raw/cifar-10/train/32899.png,horse,train,7
data/raw/cifar-10/train/40648.png,deer,train,4
data/raw/cifar-10/train/26947.png,deer,train,4
data/raw/cifar-10/train/517.png,horse,train,7
data/raw/cifar-10/train/24957.png,frog,train,6
data/raw/cifar-10/train/35775.png,deer,train,4
data/raw/cifar-10/train/9156.png,deer,train,4
data/raw/cifar-10/train/48840.png,truck,train,9
data/raw/cifar-10/train/41945.png,cat,train,3
data/raw/cifar-10/train/22309.png,airplane,train,0
data/raw/cifar-10/train/15729.png,dog,train,5
data/raw/cifar-10/train/48176.png,ship,train,8
data/raw/cifar-10/train/14980.png,ship,train,8
data/raw/cifar-10/train/9286.png,deer,train,4
data/raw/cifar-10/train/30272.png,airplane,train,0
data/raw/cifar-10/train/38724.png,frog,train,6
data/raw/cifar-10/train/25524.png,automobile,train,1
data/raw/cifar-10/train/36190.png,horse,train,7
data/raw/cifar-10/train/41157.png,truck,train,9
data/raw/cifar-10/train/7652.png,cat,train,3
data/raw/cifar-10/train/44460.png,dog,train,5
data/raw/cifar-10/train/2891.png,truck,train,9
data/raw/cifar-10/train/37010.png,bird,train,2
data/raw/cifar-10/train/24803.png,airplane,train,0
data/raw/cifar-10/train/15467.png,airplane,train,0
data/raw/cifar-10/train/44497.png,dog,train,5
data/raw/cifar-10/train/35953.png,airplane,train,0
data/raw/cifar-10/train/2629.png,automobile,train,1
data/raw/cifar-10/train/39787.png,bird,train,2
data/raw/cifar-10/train/24156.png,frog,train,6
data/raw/cifar-10/train/48366.png,bird,train,2
data/raw/cifar-10/train/28492.png,ship,train,8
data/raw/cifar-10/train/32525.png,cat,train,3
data/raw/cifar-10/train/49751.png,truck,train,9
data/raw/cifar-10/train/28001.png,airplane,train,0
data/raw/cifar-10/train/14226.png,cat,train,3
data/raw/cifar-10/train/2022.png,airplane,train,0
data/raw/cifar-10/train/25949.png,horse,train,7
data/raw/cifar-10/train/9695.png,cat,train,3
data/raw/cifar-10/train/9190.png,automobile,train,1
data/raw/cifar-10/train/49123.png,automobile,train,1
data/raw/cifar-10/train/10908.png,dog,train,5
data/raw/cifar-10/train/34926.png,bird,train,2
data/raw/cifar-10/train/1418.png,dog,train,5
data/raw/cifar-10/train/41743.png,automobile,train,1
data/raw/cifar-10/train/48973.png,automobile,train,1
data/raw/cifar-10/train/33729.png,airplane,train,0
data/raw/cifar-10/train/48408.png,deer,train,4
data/raw/cifar-10/train/24551.png,truck,train,9
data/raw/cifar-10/train/10286.png,truck,train,9
data/raw/cifar-10/train/29924.png,cat,train,3
data/raw/cifar-10/train/35041.png,cat,train,3
data/raw/cifar-10/train/596.png,horse,train,7
data/raw/cifar-10/train/45584.png,dog,train,5
data/raw/cifar-10/train/38621.png,cat,train,3
data/raw/cifar-10/train/11454.png,truck,train,9
data/raw/cifar-10/train/35287.png,airplane,train,0
data/raw/cifar-10/train/35924.png,cat,train,3
data/raw/cifar-10/train/10167.png,deer,train,4
data/raw/cifar-10/train/47026.png,truck,train,9
data/raw/cifar-10/train/4669.png,frog,train,6
data/raw/cifar-10/train/28550.png,truck,train,9
data/raw/cifar-10/train/32998.png,deer,train,4
data/raw/cifar-10/train/41617.png,ship,train,8
data/raw/cifar-10/train/19165.png,automobile,train,1
data/raw/cifar-10/train/4646.png,airplane,train,0
data/raw/cifar-10/train/38870.png,deer,train,4
data/raw/cifar-10/train/30951.png,deer,train,4
data/raw/cifar-10/train/37898.png,horse,train,7
data/raw/cifar-10/train/25230.png,frog,train,6
data/raw/cifar-10/train/23207.png,dog,train,5
data/raw/cifar-10/train/45542.png,deer,train,4
data/raw/cifar-10/train/10910.png,frog,train,6
data/raw/cifar-10/train/30086.png,dog,train,5
data/raw/cifar-10/train/44774.png,airplane,train,0
data/raw/cifar-10/train/28055.png,automobile,train,1
data/raw/cifar-10/train/18728.png,bird,train,2
data/raw/cifar-10/train/30189.png,dog,train,5
data/raw/cifar-10/train/7618.png,ship,train,8
data/raw/cifar-10/train/3948.png,frog,train,6
data/raw/cifar-10/train/1467.png,airplane,train,0
data/raw/cifar-10/train/45783.png,deer,train,4
data/raw/cifar-10/train/15249.png,automobile,train,1
data/raw/cifar-10/train/2807.png,dog,train,5
data/raw/cifar-10/train/39188.png,cat,train,3
data/raw/cifar-10/train/35633.png,horse,train,7
data/raw/cifar-10/train/13290.png,airplane,train,0
data/raw/cifar-10/train/10843.png,bird,train,2
data/raw/cifar-10/train/34271.png,airplane,train,0
data/raw/cifar-10/train/49162.png,ship,train,8
data/raw/cifar-10/train/44690.png,deer,train,4
data/raw/cifar-10/train/37449.png,horse,train,7
data/raw/cifar-10/train/14732.png,truck,train,9
data/raw/cifar-10/train/25545.png,automobile,train,1
data/raw/cifar-10/train/18816.png,dog,train,5
data/raw/cifar-10/train/16471.png,dog,train,5
data/raw/cifar-10/train/39579.png,ship,train,8
data/raw/cifar-10/train/34663.png,frog,train,6
data/raw/cifar-10/train/45401.png,deer,train,4
data/raw/cifar-10/train/12778.png,airplane,train,0
data/raw/cifar-10/train/7492.png,frog,train,6
data/raw/cifar-10/train/22601.png,ship,train,8
data/raw/cifar-10/train/21819.png,cat,train,3
data/raw/cifar-10/train/23962.png,truck,train,9
data/raw/cifar-10/train/5450.png,horse,train,7
data/raw/cifar-10/train/19596.png,dog,train,5
data/raw/cifar-10/train/47292.png,ship,train,8
data/raw/cifar-10/train/144.png,frog,train,6
data/raw/cifar-10/train/25783.png,cat,train,3
data/raw/cifar-10/train/15327.png,bird,train,2
data/raw/cifar-10/train/39421.png,cat,train,3
data/raw/cifar-10/train/36448.png,bird,train,2
data/raw/cifar-10/train/31619.png,truck,train,9
data/raw/cifar-10/train/32272.png,ship,train,8
data/raw/cifar-10/train/38976.png,dog,train,5
data/raw/cifar-10/train/47397.png,frog,train,6
data/raw/cifar-10/train/33535.png,dog,train,5
data/raw/cifar-10/train/44942.png,deer,train,4
data/raw/cifar-10/train/44216.png,deer,train,4
data/raw/cifar-10/train/10245.png,cat,train,3
data/raw/cifar-10/train/26473.png,cat,train,3
data/raw/cifar-10/train/34265.png,frog,train,6
data/raw/cifar-10/train/32129.png,cat,train,3
data/raw/cifar-10/train/3371.png,dog,train,5
data/raw/cifar-10/train/44962.png,airplane,train,0
data/raw/cifar-10/train/12509.png,frog,train,6
data/raw/cifar-10/train/40185.png,automobile,train,1
data/raw/cifar-10/train/6648.png,frog,train,6
data/raw/cifar-10/train/32607.png,frog,train,6
data/raw/cifar-10/train/15086.png,truck,train,9
data/raw/cifar-10/train/7880.png,automobile,train,1
data/raw/cifar-10/train/45535.png,frog,train,6
data/raw/cifar-10/train/6460.png,ship,train,8
data/raw/cifar-10/train/7625.png,horse,train,7
data/raw/cifar-10/train/47744.png,truck,train,9
data/raw/cifar-10/train/29183.png,truck,train,9
data/raw/cifar-10/train/19592.png,horse,train,7
data/raw/cifar-10/train/28262.png,truck,train,9
data/raw/cifar-10/train/16041.png,horse,train,7
data/raw/cifar-10/train/3596.png,dog,train,5
data/raw/cifar-10/train/49232.png,horse,train,7
data/raw/cifar-10/train/47160.png,truck,train,9
data/raw/cifar-10/train/15841.png,frog,train,6
data/raw/cifar-10/train/9606.png,dog,train,5
data/raw/cifar-10/train/24805.png,deer,train,4
data/raw/cifar-10/train/35389.png,ship,train,8
data/raw/cifar-10/train/32541.png,ship,train,8
data/raw/cifar-10/train/32380.png,cat,train,3
data/raw/cifar-10/train/49399.png,truck,train,9
data/raw/cifar-10/train/11226.png,truck,train,9
data/raw/cifar-10/train/31435.png,deer,train,4
data/raw/cifar-10/train/20282.png,cat,train,3
data/raw/cifar-10/train/2283.png,deer,train,4
data/raw/cifar-10/train/27658.png,horse,train,7
data/raw/cifar-10/train/13284.png,dog,train,5
data/raw/cifar-10/train/39784.png,dog,train,5
data/raw/cifar-10/train/18443.png,cat,train,3
data/raw/cifar-10/train/32342.png,airplane,train,0
data/raw/cifar-10/train/31514.png,horse,train,7
data/raw/cifar-10/train/14041.png,automobile,train,1
data/raw/cifar-10/train/39855.png,bird,train,2
data/raw/cifar-10/train/42567.png,airplane,train,0
data/raw/cifar-10/train/7891.png,bird,train,2
data/raw/cifar-10/train/2671.png,ship,train,8
data/raw/cifar-10/train/30166.png,automobile,train,1
data/raw/cifar-10/train/43076.png,dog,train,5
data/raw/cifar-10/train/14702.png,frog,train,6
data/raw/cifar-10/train/25706.png,cat,train,3
data/raw/cifar-10/train/8957.png,frog,train,6
data/raw/cifar-10/train/3089.png,truck,train,9
data/raw/cifar-10/train/48020.png,cat,train,3
data/raw/cifar-10/train/9925.png,frog,train,6
data/raw/cifar-10/train/16741.png,cat,train,3
data/raw/cifar-10/train/6008.png,deer,train,4
data/raw/cifar-10/train/10562.png,deer,train,4
data/raw/cifar-10/train/45366.png,horse,train,7
data/raw/cifar-10/train/21839.png,deer,train,4
data/raw/cifar-10/train/5626.png,deer,train,4
data/raw/cifar-10/train/8508.png,cat,train,3
data/raw/cifar-10/train/27927.png,frog,train,6
data/raw/cifar-10/train/38112.png,ship,train,8
data/raw/cifar-10/train/29734.png,horse,train,7
data/raw/cifar-10/train/6837.png,bird,train,2
data/raw/cifar-10/train/45045.png,truck,train,9
data/raw/cifar-10/train/3425.png,truck,train,9
data/raw/cifar-10/train/44207.png,truck,train,9
data/raw/cifar-10/train/3105.png,horse,train,7
data/raw/cifar-10/train/17887.png,horse,train,7
data/raw/cifar-10/train/23840.png,ship,train,8
data/raw/cifar-10/train/27123.png,truck,train,9
data/raw/cifar-10/train/42234.png,cat,train,3
data/raw/cifar-10/train/41580.png,automobile,train,1
data/raw/cifar-10/train/30142.png,airplane,train,0
data/raw/cifar-10/train/15340.png,deer,train,4
data/raw/cifar-10/train/30334.png,bird,train,2
data/raw/cifar-10/train/22645.png,ship,train,8
data/raw/cifar-10/train/32636.png,truck,train,9
data/raw/cifar-10/train/6848.png,cat,train,3
data/raw/cifar-10/train/48367.png,bird,train,2
data/raw/cifar-10/train/6424.png,horse,train,7
data/raw/cifar-10/train/30607.png,cat,train,3
data/raw/cifar-10/train/13018.png,truck,train,9
data/raw/cifar-10/train/3549.png,airplane,train,0
data/raw/cifar-10/train/37845.png,automobile,train,1
data/raw/cifar-10/train/701.png,airplane,train,0
data/raw/cifar-10/train/32932.png,airplane,train,0
data/raw/cifar-10/train/45821.png,deer,train,4
data/raw/cifar-10/train/41472.png,automobile,train,1
data/raw/cifar-10/train/25500.png,truck,train,9
data/raw/cifar-10/train/13460.png,airplane,train,0
data/raw/cifar-10/train/25963.png,deer,train,4
data/raw/cifar-10/train/7646.png,truck,train,9
data/raw/cifar-10/train/17394.png,truck,train,9
data/raw/cifar-10/train/27703.png,cat,train,3
data/raw/cifar-10/train/23088.png,frog,train,6
data/raw/cifar-10/train/41446.png,automobile,train,1
data/raw/cifar-10/train/309.png,airplane,train,0
data/raw/cifar-10/train/19603.png,dog,train,5
data/raw/cifar-10/train/28909.png,truck,train,9
data/raw/cifar-10/train/40330.png,frog,train,6
data/raw/cifar-10/train/8313.png,horse,train,7
data/raw/cifar-10/train/7278.png,frog,train,6
data/raw/cifar-10/train/45557.png,airplane,train,0
data/raw/cifar-10/train/16183.png,airplane,train,0
data/raw/cifar-10/train/26938.png,automobile,train,1
data/raw/cifar-10/train/23784.png,truck,train,9
data/raw/cifar-10/train/34390.png,dog,train,5
data/raw/cifar-10/train/49937.png,ship,train,8
data/raw/cifar-10/train/25488.png,ship,train,8
data/raw/cifar-10/train/47820.png,cat,train,3
data/raw/cifar-10/train/12222.png,frog,train,6
data/raw/cifar-10/train/6338.png,ship,train,8
data/raw/cifar-10/train/730.png,dog,train,5
data/raw/cifar-10/train/14932.png,dog,train,5
data/raw/cifar-10/train/25104.png,cat,train,3
data/raw/cifar-10/train/7343.png,automobile,train,1
data/raw/cifar-10/train/42467.png,horse,train,7
data/raw/cifar-10/train/47866.png,airplane,train,0
data/raw/cifar-10/train/47173.png,bird,train,2
data/raw/cifar-10/train/44053.png,truck,train,9
data/raw/cifar-10/train/17933.png,airplane,train,0
data/raw/cifar-10/train/9047.png,truck,train,9
data/raw/cifar-10/train/42433.png,dog,train,5
data/raw/cifar-10/train/38508.png,dog,train,5
data/raw/cifar-10/train/27130.png,automobile,train,1
data/raw/cifar-10/train/29804.png,airplane,train,0
data/raw/cifar-10/train/12566.png,horse,train,7
data/raw/cifar-10/train/23460.png,dog,train,5
data/raw/cifar-10/train/1181.png,bird,train,2
data/raw/cifar-10/train/27853.png,deer,train,4
data/raw/cifar-10/train/303.png,automobile,train,1
data/raw/cifar-10/train/11642.png,bird,train,2
data/raw/cifar-10/train/35551.png,automobile,train,1
data/raw/cifar-10/train/44834.png,ship,train,8
data/raw/cifar-10/train/4449.png,dog,train,5
data/raw/cifar-10/train/14155.png,bird,train,2
data/raw/cifar-10/train/6318.png,bird,train,2
data/raw/cifar-10/train/13993.png,ship,train,8
data/raw/cifar-10/train/46436.png,ship,train,8
data/raw/cifar-10/train/25889.png,ship,train,8
data/raw/cifar-10/train/29621.png,airplane,train,0
data/raw/cifar-10/train/40963.png,deer,train,4
data/raw/cifar-10/train/45711.png,bird,train,2
data/raw/cifar-10/train/24350.png,airplane,train,0
data/raw/cifar-10/train/42452.png,dog,train,5
data/raw/cifar-10/train/26931.png,automobile,train,1
data/raw/cifar-10/train/30215.png,bird,train,2
data/raw/cifar-10/train/9708.png,dog,train,5
data/raw/cifar-10/train/30036.png,ship,train,8
data/raw/cifar-10/train/29676.png,automobile,train,1
data/raw/cifar-10/train/34136.png,ship,train,8
data/raw/cifar-10/train/28571.png,airplane,train,0
data/raw/cifar-10/train/23409.png,ship,train,8
data/raw/cifar-10/train/34354.png,dog,train,5
data/raw/cifar-10/train/39744.png,truck,train,9
data/raw/cifar-10/train/44080.png,deer,train,4
data/raw/cifar-10/train/6043.png,dog,train,5
data/raw/cifar-10/train/35745.png,airplane,train,0
data/raw/cifar-10/train/4797.png,cat,train,3
data/raw/cifar-10/train/17194.png,deer,train,4
data/raw/cifar-10/train/33274.png,deer,train,4
data/raw/cifar-10/train/28094.png,dog,train,5
data/raw/cifar-10/train/27238.png,truck,train,9
data/raw/cifar-10/train/45328.png,ship,train,8
data/raw/cifar-10/train/45043.png,bird,train,2
data/raw/cifar-10/train/7186.png,horse,train,7
data/raw/cifar-10/train/31330.png,automobile,train,1
data/raw/cifar-10/train/2753.png,automobile,train,1
data/raw/cifar-10/train/19426.png,bird,train,2
data/raw/cifar-10/train/20227.png,bird,train,2
data/raw/cifar-10/train/13673.png,ship,train,8
data/raw/cifar-10/train/29758.png,dog,train,5
data/raw/cifar-10/train/48382.png,dog,train,5
data/raw/cifar-10/train/7641.png,automobile,train,1
data/raw/cifar-10/train/23087.png,frog,train,6
data/raw/cifar-10/train/16219.png,frog,train,6
data/raw/cifar-10/train/44278.png,bird,train,2
data/raw/cifar-10/train/38250.png,horse,train,7
data/raw/cifar-10/train/46772.png,bird,train,2
data/raw/cifar-10/train/47830.png,ship,train,8
data/raw/cifar-10/train/45782.png,truck,train,9
data/raw/cifar-10/train/5028.png,horse,train,7
data/raw/cifar-10/train/39312.png,airplane,train,0
data/raw/cifar-10/train/9693.png,ship,train,8
data/raw/cifar-10/train/38248.png,deer,train,4
data/raw/cifar-10/train/5014.png,truck,train,9
data/raw/cifar-10/train/43099.png,automobile,train,1
data/raw/cifar-10/train/38645.png,truck,train,9
data/raw/cifar-10/train/24876.png,dog,train,5
data/raw/cifar-10/train/6148.png,horse,train,7
data/raw/cifar-10/train/1759.png,horse,train,7
data/raw/cifar-10/train/19099.png,deer,train,4
data/raw/cifar-10/train/11455.png,bird,train,2
data/raw/cifar-10/train/14302.png,horse,train,7
data/raw/cifar-10/train/35126.png,dog,train,5
data/raw/cifar-10/train/23750.png,truck,train,9
data/raw/cifar-10/train/22838.png,deer,train,4
data/raw/cifar-10/train/39263.png,horse,train,7
data/raw/cifar-10/train/5135.png,frog,train,6
data/raw/cifar-10/train/46074.png,frog,train,6
data/raw/cifar-10/train/1945.png,frog,train,6
data/raw/cifar-10/train/9888.png,deer,train,4
data/raw/cifar-10/train/30191.png,horse,train,7
data/raw/cifar-10/train/3587.png,bird,train,2
data/raw/cifar-10/train/33970.png,ship,train,8
data/raw/cifar-10/train/7772.png,cat,train,3
data/raw/cifar-10/train/45375.png,dog,train,5
data/raw/cifar-10/train/28922.png,airplane,train,0
data/raw/cifar-10/train/41525.png,airplane,train,0
data/raw/cifar-10/train/9396.png,deer,train,4
data/raw/cifar-10/train/15193.png,frog,train,6
data/raw/cifar-10/train/6619.png,cat,train,3
data/raw/cifar-10/train/33728.png,horse,train,7
data/raw/cifar-10/train/21160.png,truck,train,9
data/raw/cifar-10/train/20768.png,frog,train,6
data/raw/cifar-10/train/23028.png,cat,train,3
data/raw/cifar-10/train/11588.png,bird,train,2
data/raw/cifar-10/train/41869.png,airplane,train,0
data/raw/cifar-10/train/24264.png,automobile,train,1
data/raw/cifar-10/train/11146.png,dog,train,5
data/raw/cifar-10/train/31744.png,bird,train,2
data/raw/cifar-10/train/48645.png,automobile,train,1
data/raw/cifar-10/train/34836.png,cat,train,3
data/raw/cifar-10/train/13450.png,ship,train,8
data/raw/cifar-10/train/35705.png,cat,train,3
data/raw/cifar-10/train/46550.png,horse,train,7
data/raw/cifar-10/train/12459.png,frog,train,6
data/raw/cifar-10/train/40193.png,ship,train,8
data/raw/cifar-10/train/4421.png,airplane,train,0
data/raw/cifar-10/train/44716.png,airplane,train,0
data/raw/cifar-10/train/20466.png,cat,train,3
data/raw/cifar-10/train/28337.png,dog,train,5
data/raw/cifar-10/train/44164.png,frog,train,6
data/raw/cifar-10/train/34101.png,ship,train,8
data/raw/cifar-10/train/41586.png,ship,train,8
data/raw/cifar-10/train/905.png,deer,train,4
data/raw/cifar-10/train/3840.png,deer,train,4
data/raw/cifar-10/train/10397.png,bird,train,2
data/raw/cifar-10/train/25835.png,deer,train,4
data/raw/cifar-10/train/16225.png,horse,train,7
data/raw/cifar-10/train/11177.png,airplane,train,0
data/raw/cifar-10/train/2725.png,horse,train,7
data/raw/cifar-10/train/2253.png,frog,train,6
data/raw/cifar-10/train/12507.png,bird,train,2
data/raw/cifar-10/train/27998.png,truck,train,9
data/raw/cifar-10/train/33122.png,bird,train,2
data/raw/cifar-10/train/28128.png,automobile,train,1
data/raw/cifar-10/train/23869.png,truck,train,9
data/raw/cifar-10/train/3746.png,ship,train,8
data/raw/cifar-10/train/33727.png,frog,train,6
data/raw/cifar-10/train/34054.png,bird,train,2
data/raw/cifar-10/train/46815.png,deer,train,4
data/raw/cifar-10/train/42819.png,dog,train,5
data/raw/cifar-10/train/12032.png,frog,train,6
data/raw/cifar-10/train/46955.png,horse,train,7
data/raw/cifar-10/train/1484.png,horse,train,7
data/raw/cifar-10/train/6525.png,deer,train,4
data/raw/cifar-10/train/9014.png,deer,train,4
data/raw/cifar-10/train/29618.png,ship,train,8
data/raw/cifar-10/train/24760.png,ship,train,8
data/raw/cifar-10/train/36196.png,airplane,train,0
data/raw/cifar-10/train/5125.png,frog,train,6
data/raw/cifar-10/train/30536.png,airplane,train,0
data/raw/cifar-10/train/24071.png,truck,train,9
data/raw/cifar-10/train/27726.png,deer,train,4
data/raw/cifar-10/train/37843.png,horse,train,7
data/raw/cifar-10/train/12207.png,ship,train,8
data/raw/cifar-10/train/26575.png,truck,train,9
data/raw/cifar-10/train/20283.png,deer,train,4
data/raw/cifar-10/train/12230.png,horse,train,7
data/raw/cifar-10/train/46723.png,deer,train,4
data/raw/cifar-10/train/40968.png,automobile,train,1
data/raw/cifar-10/train/48691.png,ship,train,8
data/raw/cifar-10/train/38995.png,cat,train,3
data/raw/cifar-10/train/34577.png,ship,train,8
data/raw/cifar-10/train/33390.png,horse,train,7
data/raw/cifar-10/train/24406.png,deer,train,4
data/raw/cifar-10/train/35018.png,frog,train,6
data/raw/cifar-10/train/12856.png,ship,train,8
data/raw/cifar-10/train/18407.png,airplane,train,0
data/raw/cifar-10/train/14107.png,bird,train,2
data/raw/cifar-10/train/23830.png,horse,train,7
data/raw/cifar-10/train/9769.png,horse,train,7
data/raw/cifar-10/train/25146.png,bird,train,2
data/raw/cifar-10/train/6824.png,ship,train,8
data/raw/cifar-10/train/4368.png,bird,train,2
data/raw/cifar-10/train/16591.png,frog,train,6
data/raw/cifar-10/train/31272.png,deer,train,4
data/raw/cifar-10/train/32296.png,automobile,train,1
data/raw/cifar-10/train/6287.png,truck,train,9
data/raw/cifar-10/train/42562.png,truck,train,9
data/raw/cifar-10/train/160.png,cat,train,3
data/raw/cifar-10/train/5027.png,bird,train,2
data/raw/cifar-10/train/30418.png,horse,train,7
data/raw/cifar-10/train/43493.png,ship,train,8
data/raw/cifar-10/train/3551.png,cat,train,3
data/raw/cifar-10/train/49089.png,frog,train,6
data/raw/cifar-10/train/19072.png,dog,train,5
data/raw/cifar-10/train/40439.png,frog,train,6
data/raw/cifar-10/train/15398.png,cat,train,3
data/raw/cifar-10/train/27025.png,automobile,train,1
data/raw/cifar-10/train/6897.png,automobile,train,1
data/raw/cifar-10/train/6568.png,cat,train,3
data/raw/cifar-10/train/3131.png,ship,train,8
data/raw/cifar-10/train/42745.png,cat,train,3
data/raw/cifar-10/train/29652.png,truck,train,9
data/raw/cifar-10/train/29090.png,frog,train,6
data/raw/cifar-10/train/2102.png,automobile,train,1
data/raw/cifar-10/train/3759.png,cat,train,3
data/raw/cifar-10/train/37654.png,ship,train,8
data/raw/cifar-10/train/24363.png,ship,train,8
data/raw/cifar-10/train/21337.png,truck,train,9
